Ref,Val,Package,PosX,PosY,Rot,Side
"C73","100nf","C_0603_1608Metric",138.521250,-123.790000,0.000000,bottom
"C74","100nf","C_0603_1608Metric",169.477500,-123.790000,0.000000,bottom
"C75","100nf","C_0603_1608Metric",188.527500,-123.790000,0.000000,bottom
"C76","100nf","C_0603_1608Metric",207.577500,-123.790000,0.000000,bottom
"C77","100nf","C_0603_1608Metric",226.627500,-123.790000,0.000000,bottom
"C78","100nf","C_0603_1608Metric",245.677500,-123.790000,0.000000,bottom
"C79","100nf","C_0603_1608Metric",264.727500,-123.790000,0.000000,bottom
"C80","100nf","C_0603_1608Metric",283.777500,-123.790000,0.000000,bottom
"C81","100nf","C_0603_1608Metric",302.827500,-123.790000,0.000000,bottom
"C82","100nf","C_0603_1608Metric",321.877500,-123.790000,0.000000,bottom
"C83","100nf","C_0603_1608Metric",340.927500,-123.790000,0.000000,bottom
"C84","100nf","C_0603_1608Metric",367.121250,-123.790000,0.000000,bottom
"C85","100nf","C_0603_1608Metric",393.315000,-123.790000,0.000000,bottom
"C86","100nf","C_0603_1608Metric",30.325000,-141.370000,180.000000,bottom
"C87","100nf","C_0603_1608Metric",58.900000,-141.370000,180.000000,bottom
"C88","100nf","C_0603_1608Metric",118.431250,-141.370000,180.000000,bottom
"C89","100nf","C_0603_1608Metric",142.243750,-141.370000,180.000000,bottom
"C90","100nf","C_0603_1608Metric",166.056250,-141.370000,180.000000,bottom
"C91","100nf","C_0603_1608Metric",237.493750,-141.370000,180.000000,bottom
"C92","100nf","C_0603_1608Metric",306.550000,-141.370000,180.000000,bottom
"C93","100nf","C_0603_1608Metric",325.600000,-141.370000,180.000000,bottom
