Ref,Val,Package,PosX,PosY,Rot,Side
"ENC1","RotaryEncoder_Switch_MP","RotaryEncoder_Alps_EC11E-Switch_Vertical_H20mm_CircularMountingHoles",414.347719,-29.487475,-90.000000,top
"J3","Conn_01x05_Pin","PinHeader_1x05_P1.00mm_Horizontal",62.300000,-29.275000,90.000000,top
